date,obs,sim
1961-11-28,11.9,13.69
1961-11-29,11.9,13.37
1961-11-30,10.9,13.07
1961-12-01,10.4,13.86
1961-12-02,10.4,16.02
1961-12-03,9.95,18.94
1961-12-04,12.5,23.03
1961-12-05,15.7,25.9
1961-12-06,20.2,26.41
1961-12-07,30.9,26.22
1961-12-08,30.9,23.06
1961-12-09,27.0,20.51
1961-12-10,23.9,22.21
1961-12-11,24.5,30.2
1961-12-12,35.0,48.54
1961-12-13,59.9,60.08
1961-12-14,91.7,64.51
1961-12-15,85.7,71.44
1961-12-16,79.0,68.72
1961-12-17,66.5,61.11
1961-12-18,53.6,52.56
1961-12-19,48.0,45.85
1961-12-20,42.6,40.46
1961-12-21,36.5,36.1
1961-12-22,32.9,33.05
1961-12-23,30.9,30.71
1961-12-24,27.6,29.1
1961-12-25,27.6,27.32
1961-12-26,25.7,24.73
1961-12-27,24.5,23.47
1961-12-28,24.5,21.8
1961-12-29,24.5,20.37
1961-12-30,23.3,19.66
1961-12-31,22.0,21.1
1962-01-01,23.3,25.33
1962-01-02,26.4,33.87
1962-01-03,25.1,30.66
1962-01-04,22.6,27.48
1962-01-05,21.4,25.31
1962-01-06,20.2,23.86
1962-01-07,20.2,22.92
1962-01-08,20.2,22.13
1962-01-09,19.1,21.39
1962-01-10,19.1,22.44
1962-01-11,21.4,29.08
1962-01-12,38.6,48.12
1962-01-13,93.5,71.01
1962-01-14,122.0,103.94
1962-01-15,139.0,106.04
1962-01-16,97.8,94.39
1962-01-17,77.3,79.42
1962-01-18,65.7,70.0
1962-01-19,59.9,68.62
1962-01-20,62.5,69.96
1962-01-21,69.0,70.8
1962-01-22,74.0,69.36
1962-01-23,73.1,67.63
1962-01-24,69.8,64.83
1962-01-25,64.9,65.09
1962-01-26,72.3,74.38
1962-01-27,93.5,87.41
1962-01-28,105.0,96.95
1962-01-29,106.0,95.25
1962-01-30,96.0,87.82
1962-01-31,84.1,76.88
1962-02-01,74.0,69.52
1962-02-02,67.3,61.27
1962-02-03,62.5,56.78
1962-02-04,57.5,49.53
1962-02-05,54.4,47.61
1962-02-06,58.3,52.65
1962-02-07,61.6,54.72
1962-02-08,58.3,56.33
1962-02-09,56.7,57.47
1962-02-10,55.9,54.9
1962-02-11,52.0,50.85
1962-02-12,49.6,47.73
1962-02-13,52.0,52.76
1962-02-14,64.1,65.31
1962-02-15,77.3,62.92
1962-02-16,67.3,54.51
1962-02-17,68.1,50.89
1962-02-18,73.1,49.3
1962-02-19,72.3,45.91
1962-02-20,66.5,43.95
1962-02-21,62.5,41.84
1962-02-22,57.5,40.0
1962-02-23,54.4,38.55
1962-02-24,50.4,36.91
1962-02-25,48.0,35.26
1962-02-26,45.6,33.96
1962-02-27,44.1,33.04
1962-02-28,42.6,31.17
1962-03-01,41.0,30.98
1962-03-02,39.4,30.38
1962-03-03,38.6,29.18
1962-03-04,42.6,38.53
1962-03-05,64.9,83.73
1962-03-06,110.0,120.18
1962-03-07,111.0,120.34
1962-03-08,89.9,112.67
1962-03-09,80.7,96.96
1962-03-10,77.3,89.06
1962-03-11,84.9,89.13
1962-03-12,96.0,91.17
1962-03-13,97.8,90.47
1962-03-14,92.6,87.25
1962-03-15,84.9,80.13
1962-03-16,79.9,75.16
1962-03-17,74.0,70.39
1962-03-18,69.0,63.98
1962-03-19,64.1,58.39
1962-03-20,59.9,55.38
1962-03-21,58.3,52.1
1962-03-22,55.9,48.74
1962-03-23,53.6,46.44
1962-03-24,51.2,44.06
1962-03-25,48.8,43.82
1962-03-26,46.4,42.83
1962-03-27,45.6,42.19
1962-03-28,44.9,43.97
1962-03-29,44.9,47.27
1962-03-30,48.0,72.52
1962-03-31,79.0,117.34
1962-04-01,123.0,148.16
1962-04-02,183.0,145.5
1962-04-03,156.0,128.7
1962-04-04,118.0,111.65
1962-04-05,101.0,101.44
1962-04-06,98.7,98.44
1962-04-07,101.0,94.56
1962-04-08,97.8,92.56
1962-04-09,89.1,92.0
1962-04-10,89.1,89.0
1962-04-11,87.4,85.95
1962-04-12,81.6,79.61
1962-04-13,75.7,75.09
1962-04-14,73.1,74.11
1962-04-15,73.1,72.06
1962-04-16,71.4,74.77
1962-04-17,69.8,75.55
1962-04-18,66.5,78.72
1962-04-19,64.9,76.62
1962-04-20,63.3,73.16
1962-04-21,62.5,71.04
1962-04-22,59.9,67.77
1962-04-23,59.9,64.97
1962-04-24,59.1,62.01
1962-04-25,57.5,58.5
1962-04-26,55.1,55.97
1962-04-27,52.8,54.93
1962-04-28,51.2,54.18
1962-04-29,48.8,49.12
1962-04-30,45.6,47.34
1962-05-01,44.1,45.63
1962-05-02,41.8,41.99
1962-05-03,40.2,40.15
1962-05-04,37.9,38.2
1962-05-05,36.5,38.19
1962-05-06,35.0,37.47
1962-05-07,33.6,37.42
1962-05-08,31.6,35.87
1962-05-09,31.6,33.6
1962-05-10,30.2,34.1
1962-05-11,29.6,32.65
1962-05-12,30.2,30.77
1962-05-13,29.6,31.02
1962-05-14,28.9,32.56
1962-05-15,30.2,36.02
1962-05-16,31.6,39.37
1962-05-17,34.3,39.2
1962-05-18,37.2,45.52
1962-05-19,38.6,46.14
1962-05-20,38.6,44.15
1962-05-21,37.9,41.8
1962-05-22,36.5,38.76
1962-05-23,34.3,37.33
1962-05-24,32.9,35.34
1962-05-25,32.3,35.76
1962-05-26,32.9,35.48
1962-05-27,30.9,32.95
1962-05-28,30.9,32.93
1962-05-29,29.6,32.53
1962-05-30,28.9,31.6
1962-05-31,27.6,31.7
1962-06-01,37.2,46.98
1962-06-02,63.3,66.53
1962-06-03,64.9,69.94
1962-06-04,61.6,61.28
1962-06-05,55.9,56.77
1962-06-06,49.6,51.69
1962-06-07,46.4,47.93
1962-06-08,43.4,44.11
1962-06-09,40.2,39.71
1962-06-10,37.9,35.83
1962-06-11,35.7,33.81
1962-06-12,34.3,33.19
1962-06-13,32.9,32.23
1962-06-14,30.9,28.69
1962-06-15,29.6,32.07
1962-06-16,40.2,43.66
1962-06-17,40.2,50.14
1962-06-18,35.7,44.54
1962-06-19,36.5,41.53
1962-06-20,39.4,42.84
1962-06-21,35.7,40.24
1962-06-22,34.3,34.47
1962-06-23,32.3,31.6
1962-06-24,30.2,29.87
1962-06-25,28.3,28.13
1962-06-26,27.6,27.1
1962-06-27,27.0,25.52
1962-06-28,26.4,24.68
1962-06-29,25.7,23.26
1962-06-30,25.1,23.6
1962-07-01,23.9,22.78
1962-07-02,23.9,21.62
1962-07-03,23.9,22.55
1962-07-04,23.9,24.21
1962-07-05,23.9,23.74
1962-07-06,23.3,23.11
1962-07-07,23.3,22.33
1962-07-08,21.4,21.78
1962-07-09,21.4,20.84
1962-07-10,20.8,21.27
1962-07-11,20.8,21.44
1962-07-12,19.7,19.59
1962-07-13,19.1,18.77
1962-07-14,19.1,18.28
1962-07-15,18.5,18.12
1962-07-16,19.1,18.51
1962-07-17,20.2,20.31
1962-07-18,20.2,21.86
1962-07-19,20.8,21.74
1962-07-20,19.7,20.76
1962-07-21,18.5,20.15
1962-07-22,17.4,19.48
1962-07-23,17.4,18.26
1962-07-24,16.8,17.98
1962-07-25,15.7,18.24
1962-07-26,15.7,17.78
1962-07-27,15.7,17.86
1962-07-28,15.7,16.6
1962-07-29,14.6,16.49
1962-07-30,14.6,16.29
1962-07-31,14.0,15.64
1962-08-01,13.5,15.79
1962-08-02,13.5,14.35
1962-08-03,15.1,18.32
1962-08-04,15.1,18.16
1962-08-05,14.6,16.89
1962-08-06,15.1,16.33
1962-08-07,14.6,18.33
1962-08-08,16.3,18.48
1962-08-09,15.7,16.85
1962-08-10,15.1,15.9
1962-08-11,14.6,15.61
1962-08-12,12.5,15.36
1962-08-13,13.5,15.25
1962-08-14,13.5,14.99
1962-08-15,13.0,14.63
1962-08-16,13.0,14.84
1962-08-17,11.9,13.91
1962-08-18,12.5,14.66
1962-08-19,11.9,14.12
1962-08-20,11.4,13.4
1962-08-21,11.9,13.7
1962-08-22,12.5,14.97
1962-08-23,13.0,14.02
1962-08-24,11.9,13.13
1962-08-25,12.5,14.71
1962-08-26,11.9,15.02
1962-08-27,11.9,13.77
1962-08-28,11.4,13.66
1962-08-29,11.4,13.31
1962-08-30,10.9,12.77
1962-08-31,9.95,12.72
1962-09-01,9.95,12.54
1962-09-02,9.48,13.02
1962-09-03,9.95,13.2
1962-09-04,10.4,12.22
1962-09-05,10.4,12.22
1962-09-06,10.4,13.44
1962-09-07,13.5,17.11
1962-09-08,12.5,17.51
1962-09-09,10.4,16.49
1962-09-10,12.5,15.42
1962-09-11,13.5,14.9
1962-09-12,12.5,14.1
1962-09-13,11.4,13.65
1962-09-14,10.9,12.78
1962-09-15,11.4,12.84
1962-09-16,12.5,14.43
1962-09-17,16.3,20.13
1962-09-18,14.6,17.42
1962-09-19,14.6,17.04
1962-09-20,13.5,16.22
1962-09-21,12.5,15.55
1962-09-22,12.5,15.46
1962-09-23,11.4,15.21
1962-09-24,12.5,14.82
1962-09-25,11.9,14.48
1962-09-26,10.9,14.67
1962-09-27,11.4,14.24
1962-09-28,11.4,13.97
1962-09-29,10.4,13.88
1962-09-30,9.48,14.62
1962-10-01,10.9,14.1
1962-10-02,9.95,13.86
1962-10-03,9.95,13.62
1962-10-04,9.48,13.28
1962-10-05,9.0,12.77
1962-10-06,9.48,12.7
1962-10-07,9.0,11.8
1962-10-08,9.48,11.62
1962-10-09,9.0,11.99
1962-10-10,9.95,12.12
1962-10-11,9.48,12.16
1962-10-12,9.0,12.05
1962-10-13,9.95,11.7
1962-10-14,9.0,11.43
1962-10-15,9.95,11.4
1962-10-16,9.48,11.32
1962-10-17,9.95,10.98
1962-10-18,9.48,11.06
1962-10-19,9.95,11.13
1962-10-20,9.48,10.7
1962-10-21,8.07,10.55
1962-10-22,9.0,10.79
1962-10-23,9.0,10.91
1962-10-24,9.0,11.06
1962-10-25,8.07,11.01
1962-10-26,8.53,10.72
1962-10-27,9.48,10.75
1962-10-28,8.53,10.31
1962-10-29,9.95,10.24
1962-10-30,9.48,10.08
1962-10-31,9.48,10.43
1962-11-01,9.48,10.72
1962-11-02,9.95,10.6
1962-11-03,9.48,10.64
1962-11-04,8.53,10.76
1962-11-05,9.95,10.46
1962-11-06,9.48,10.28
1962-11-07,9.95,10.51
1962-11-08,9.95,10.12
1962-11-09,10.4,9.77
1962-11-10,10.4,9.58
1962-11-11,9.95,9.58
1962-11-12,9.95,9.24
1962-11-13,9.95,9.29
1962-11-14,9.95,9.36
1962-11-15,9.48,9.02
1962-11-16,9.48,9.32
1962-11-17,9.48,9.51
1962-11-18,8.53,10.1
1962-11-19,9.48,9.89
1962-11-20,9.95,9.52
1962-11-21,10.4,8.25
1962-11-22,13.5,9.98
1962-11-23,14.0,10.22
1962-11-24,14.0,10.73
1962-11-25,12.5,10.92
1962-11-26,10.4,11.0
1962-11-27,9.48,10.79
1962-11-28,9.95,10.36
1962-11-29,9.95,10.2
1962-11-30,9.48,10.52
1962-12-01,9.48,10.16
1962-12-02,8.07,9.7
1962-12-03,7.62,9.31
1962-12-04,9.0,9.14
1962-12-05,8.07,9.47
1962-12-06,6.77,9.91
1962-12-07,6.77,10.06
1962-12-08,6.37,10.4
1962-12-09,6.37,10.23
1962-12-10,6.77,11.76
1962-12-11,7.62,11.12
1962-12-12,10.9,11.48
1962-12-13,10.9,11.35
1962-12-14,9.95,10.54
1962-12-15,9.95,11.02
1962-12-16,14.0,18.29
1962-12-17,20.2,27.14
1962-12-18,19.7,27.78
1962-12-19,19.1,24.62
1962-12-20,16.8,21.75
1962-12-21,14.6,19.88
1962-12-22,15.1,19.73
1962-12-23,11.9,18.24
1962-12-24,8.07,18.32
1962-12-25,6.37,18.15
1962-12-26,9.0,17.24
1962-12-27,9.48,16.98
1962-12-28,9.48,16.62
1962-12-29,9.48,16.94
1962-12-30,10.4,17.13
1962-12-31,10.9,17.2
1963-01-01,9.95,15.77
1963-01-02,9.48,14.88
1963-01-03,10.4,13.33
1963-01-04,9.95,13.4
1963-01-05,10.4,14.51
1963-01-06,10.4,15.0
1963-01-07,11.9,15.01
1963-01-08,11.4,14.57
1963-01-09,10.4,14.55
1963-01-10,9.95,14.33
1963-01-11,10.2,13.8
1963-01-12,9.13,12.97
1963-01-13,8.14,12.43
1963-01-14,7.21,12.66
1963-01-15,6.96,11.58
1963-01-16,6.1,10.68
1963-01-17,6.1,11.65
1963-01-18,6.1,12.25
1963-01-19,6.1,12.08
1963-01-20,6.1,11.43
1963-01-21,6.1,12.17
1963-01-22,6.1,11.98
1963-01-23,6.1,12.08
1963-01-24,6.1,12.73
1963-01-25,6.1,13.44
1963-01-26,6.1,13.71
1963-01-27,6.1,12.29
1963-01-28,6.1,10.84
1963-01-29,6.1,11.72
1963-01-30,6.1,11.41
1963-01-31,6.1,11.33
1963-02-01,6.1,11.21
1963-02-02,6.1,10.89
1963-02-03,6.1,10.82
1963-02-04,6.1,10.82
1963-02-05,6.1,10.82
1963-02-06,6.1,11.37
1963-02-07,6.1,12.49
1963-02-08,6.1,13.03
1963-02-09,6.1,13.32
1963-02-10,6.1,13.12
1963-02-11,6.1,14.07
1963-02-12,6.1,13.67
1963-02-13,6.1,12.2
1963-02-14,6.1,10.97
1963-02-15,6.1,11.22
1963-02-16,6.1,12.21
1963-02-17,6.1,13.21
1963-02-18,6.1,13.25
1963-02-19,6.1,11.1
1963-02-20,6.1,12.52
1963-02-21,6.1,12.83
1963-02-22,6.1,10.68
1963-02-23,6.1,10.82
1963-02-24,6.1,11.88
1963-02-25,6.1,12.41
1963-02-26,6.1,12.32
1963-02-27,6.1,12.58
1963-02-28,6.1,12.46
1963-03-01,6.1,12.54
1963-03-02,5.31,13.1
1963-03-03,5.31,12.86
1963-03-04,4.58,12.33
1963-03-05,5.7,12.46
1963-03-06,9.21,13.41
1963-03-07,11.2,14.01
1963-03-08,9.69,14.65
1963-03-09,12.7,18.15
1963-03-10,26.7,22.66
1963-03-11,42.8,31.15
1963-03-12,62.7,45.19
1963-03-13,87.8,60.24
1963-03-14,87.8,64.59
1963-03-15,75.8,70.77
1963-03-16,70.8,73.83
1963-03-17,74.1,90.64
1963-03-18,86.9,105.32
1963-03-19,102.0,107.2
1963-03-20,115.0,104.45
1963-03-21,119.0,93.84
1963-03-22,103.0,84.13
1963-03-23,86.1,73.48
1963-03-24,73.3,64.71
1963-03-25,64.3,55.99
1963-03-26,58.6,52.13
1963-03-27,58.6,55.33
1963-03-28,63.5,56.88
1963-03-29,66.7,56.26
1963-03-30,63.5,57.54
1963-03-31,69.1,62.63
1963-04-01,79.2,70.69
1963-04-02,79.2,75.62
1963-04-03,75.8,70.21
1963-04-04,70.8,67.7
1963-04-05,67.5,63.94
1963-04-06,65.8,64.7
1963-04-07,66.7,67.98
1963-04-08,69.1,70.2
1963-04-09,69.1,67.25
1963-04-10,68.3,67.05
1963-04-11,70.8,77.9
1963-04-12,87.8,92.99
1963-04-13,91.8,97.21
1963-04-14,87.8,94.66
1963-04-15,82.7,82.65
1963-04-16,76.7,76.31
1963-04-17,71.7,71.35
1963-04-18,68.3,67.21
1963-04-19,66.7,65.96
1963-04-20,63.5,61.33
1963-04-21,59.4,58.5
1963-04-22,55.3,56.4
1963-04-23,52.1,52.22
1963-04-24,51.3,51.87
1963-04-25,52.9,54.88
1963-04-26,55.3,54.1
1963-04-27,52.9,50.75
1963-04-28,49.0,46.91
1963-04-29,45.2,43.77
1963-04-30,43.6,41.36
1963-05-01,43.6,41.91
1963-05-02,42.8,40.28
1963-05-03,42.1,41.62
1963-05-04,42.8,42.3
1963-05-05,40.5,40.23
1963-05-06,39.0,37.7
1963-05-07,35.8,36.96
1963-05-08,34.4,35.21
1963-05-09,33.2,33.73
1963-05-10,32.5,36.4
1963-05-11,33.1,37.06
1963-05-12,33.0,36.09
1963-05-13,31.6,34.49
1963-05-14,30.8,32.51
1963-05-15,30.1,33.72
1963-05-16,31.3,36.39
1963-05-17,32.5,38.67
1963-05-18,33.6,37.58
1963-05-19,32.9,35.64
1963-05-20,32.1,35.12
1963-05-21,31.4,34.12
1963-05-22,30.6,31.45
1963-05-23,28.5,30.13
1963-05-24,29.1,31.49
1963-05-25,28.3,31.52
1963-05-26,25.7,29.03
1963-05-27,25.6,27.57
1963-05-28,24.2,27.51
1963-05-29,24.7,30.1
1963-05-30,26.5,31.52
1963-05-31,26.4,27.06
1963-06-01,25.7,24.91
1963-06-02,23.3,24.32
1963-06-03,22.6,23.2
1963-06-04,22.6,22.07
1963-06-05,22.0,22.78
1963-06-06,20.8,23.88
1963-06-07,22.0,27.66
1963-06-08,24.5,38.73
1963-06-09,27.0,38.25
1963-06-10,28.9,34.67
1963-06-11,25.7,34.27
1963-06-12,26.4,34.15
1963-06-13,27.0,33.7
1963-06-14,28.9,35.21
1963-06-15,28.9,36.94
1963-06-16,30.9,39.75
1963-06-17,30.9,39.39
1963-06-18,31.6,34.71
1963-06-19,29.6,36.19
1963-06-20,28.9,36.1
1963-06-21,28.9,33.12
1963-06-22,27.6,31.22
1963-06-23,28.9,39.8
1963-06-24,41.0,60.45
1963-06-25,54.4,62.63
1963-06-26,51.2,54.95
1963-06-27,45.6,48.18
1963-06-28,41.8,44.19
1963-06-29,41.0,44.75
1963-06-30,38.6,38.6
1963-07-01,37.2,38.63
1963-07-02,35.0,36.95
1963-07-03,40.2,39.82
1963-07-04,39.4,45.74
1963-07-05,43.4,46.82
1963-07-06,48.8,49.83
1963-07-07,43.4,44.29
1963-07-08,43.4,46.53
1963-07-09,44.1,48.1
1963-07-10,42.6,42.06
1963-07-11,46.4,42.65
1963-07-12,44.1,43.35
1963-07-13,38.6,36.7
1963-07-14,35.7,35.57
1963-07-15,33.6,33.6
1963-07-16,31.6,29.87
1963-07-17,30.2,27.25
1963-07-18,28.3,27.39
1963-07-19,27.6,29.25
1963-07-20,27.0,27.49
1963-07-21,25.7,25.26
1963-07-22,24.5,23.42
1963-07-23,23.3,22.23
1963-07-24,23.3,24.12
1963-07-25,23.3,28.98
1963-07-26,25.7,43.63
1963-07-27,28.3,42.34
1963-07-28,35.7,33.79
1963-07-29,30.9,29.42
1963-07-30,26.4,26.25
1963-07-31,25.7,24.61
1963-08-01,24.5,23.72
1963-08-02,23.3,22.42
1963-08-03,22.6,20.92
1963-08-04,22.0,22.18
1963-08-05,21.4,24.51
1963-08-06,21.4,20.91
1963-08-07,22.0,25.39
1963-08-08,22.0,29.56
1963-08-09,23.3,27.07
1963-08-10,23.3,24.52
1963-08-11,22.0,22.07
1963-08-12,23.9,27.4
1963-08-13,25.1,41.74
1963-08-14,35.7,41.92
1963-08-15,44.1,38.43
1963-08-16,38.6,35.88
1963-08-17,35.7,31.79
1963-08-18,32.9,38.12
1963-08-19,32.3,46.31
1963-08-20,37.2,48.49
1963-08-21,52.0,44.66
1963-08-22,52.0,42.82
1963-08-23,47.2,44.39
1963-08-24,49.6,55.37
1963-08-25,55.1,56.51
1963-08-26,63.3,51.43
1963-08-27,59.9,46.71
1963-08-28,54.4,47.87
1963-08-29,51.2,48.39
1963-08-30,48.0,43.47
1963-08-31,41.8,40.75
1963-09-01,37.2,37.25
1963-09-02,34.3,35.91
1963-09-03,31.6,34.96
1963-09-04,29.6,32.45
1963-09-05,28.9,33.56
1963-09-06,30.2,37.01
1963-09-07,32.3,40.38
1963-09-08,32.9,39.63
1963-09-09,33.6,35.92
1963-09-10,29.6,33.98
1963-09-11,26.4,31.67
1963-09-12,25.1,30.37
1963-09-13,23.9,29.33
1963-09-14,22.6,27.75
1963-09-15,22.0,27.64
1963-09-16,22.0,25.84
1963-09-17,21.4,25.58
1963-09-18,20.2,26.29
1963-09-19,19.7,27.04
1963-09-20,19.7,25.0
1963-09-21,19.1,25.77
1963-09-22,18.5,27.38
1963-09-23,19.1,27.94
1963-09-24,17.9,25.13
1963-09-25,19.1,27.04
1963-09-26,19.1,28.09
1963-09-27,19.1,26.29
1963-09-28,18.5,25.91
1963-09-29,17.9,24.46
1963-09-30,18.5,23.19
1963-10-01,17.9,22.84
1963-10-02,17.9,22.49
1963-10-03,17.4,23.13
1963-10-04,17.4,23.1
1963-10-05,17.9,22.29
1963-10-06,17.4,25.0
1963-10-07,20.2,34.89
1963-10-08,29.6,49.68
1963-10-09,55.9,50.2
1963-10-10,55.9,44.22
1963-10-11,45.6,40.24
1963-10-12,38.6,36.3
1963-10-13,33.6,33.45
1963-10-14,30.2,31.71
1963-10-15,27.0,30.17
1963-10-16,23.9,28.26
1963-10-17,23.3,26.93
1963-10-18,22.0,26.42
1963-10-19,21.4,25.61
1963-10-20,20.2,24.44
1963-10-21,19.7,23.91
1963-10-22,19.1,23.35
1963-10-23,18.5,22.43
1963-10-24,17.9,22.08
1963-10-25,18.5,21.26
1963-10-26,17.9,20.84
1963-10-27,17.4,20.61
1963-10-28,17.4,19.73
1963-10-29,17.4,19.39
1963-10-30,16.8,19.04
1963-10-31,17.4,18.99
1963-11-01,16.3,18.76
1963-11-02,16.8,18.31
1963-11-03,15.7,19.57
1963-11-04,17.9,26.43
1963-11-05,19.1,26.95
1963-11-06,17.4,24.83
1963-11-07,17.4,25.37
1963-11-08,17.4,27.76
1963-11-09,17.9,27.67
1963-11-10,17.4,26.49
1963-11-11,17.9,28.91
1963-11-12,19.1,33.11
1963-11-13,20.8,34.23
1963-11-14,26.4,37.45
1963-11-15,31.6,41.54
1963-11-16,48.0,51.8
1963-11-17,70.6,68.14
1963-11-18,79.0,70.78
1963-11-19,72.3,70.4
1963-11-20,66.5,71.91
1963-11-21,79.9,87.79
1963-11-22,106.0,92.08
1963-11-23,118.0,82.52
1963-11-24,93.5,74.75
1963-11-25,77.3,65.24
1963-11-26,69.0,61.17
1963-11-27,62.5,58.17
1963-11-28,57.5,54.72
1963-11-29,52.8,51.14
1963-11-30,48.0,48.31
1963-12-01,44.9,45.45
1963-12-02,41.8,42.99
1963-12-03,40.2,40.59
1963-12-04,37.9,38.17
1963-12-05,37.2,37.05
1963-12-06,35.0,35.92
1963-12-07,32.9,34.3
1963-12-08,31.6,32.85
1963-12-09,30.2,31.24
1963-12-10,27.6,29.85
1963-12-11,27.6,29.02
1963-12-12,27.0,28.44
1963-12-13,26.4,27.8
1963-12-14,25.7,27.37
1963-12-15,25.7,26.32
1963-12-16,24.5,25.05
1963-12-17,22.0,24.72
1963-12-18,21.4,24.16
1963-12-19,21.4,23.44
1963-12-20,21.4,23.18
1963-12-21,20.2,22.53
1963-12-22,19.7,21.95
1963-12-23,18.5,21.49
1963-12-24,18.5,20.93
1963-12-25,18.5,20.6
1963-12-26,17.4,20.37
1963-12-27,16.8,20.7
1963-12-28,16.8,20.58
1963-12-29,16.3,20.01
1963-12-30,16.8,19.64
1963-12-31,15.1,19.06
1964-01-01,15.1,18.66
1964-01-02,15.7,17.92
1964-01-03,15.7,17.35
1964-01-04,15.1,16.92
1964-01-05,14.6,16.56
1964-01-06,14.0,16.25
1964-01-07,15.1,15.9
1964-01-08,14.6,15.33
1964-01-09,14.6,15.14
1964-01-10,14.6,14.35
1964-01-11,14.6,14.03
1964-01-12,13.0,14.31
1964-01-13,16.8,15.4
1964-01-14,18.5,16.41
1964-01-15,20.2,15.94
1964-01-16,18.5,15.39
1964-01-17,16.8,15.05
1964-01-18,16.8,15.24
1964-01-19,16.8,15.06
1964-01-20,15.1,14.8
1964-01-21,13.0,14.71
1964-01-22,12.5,14.69
1964-01-23,11.4,14.52
1964-01-24,11.9,14.23
1964-01-25,13.0,14.15
1964-01-26,14.0,13.78
1964-01-27,14.0,13.5
1964-01-28,13.5,13.2
1964-01-29,13.5,13.5
1964-01-30,12.5,13.34
1964-01-31,11.4,13.39
1964-02-01,13.0,15.03
1964-02-02,25.1,17.9
1964-02-03,32.3,21.63
1964-02-04,34.3,23.0
1964-02-05,27.6,21.78
1964-02-06,23.9,19.63
1964-02-07,20.2,18.02
1964-02-08,18.5,17.75
1964-02-09,17.9,17.82
1964-02-10,17.9,17.86
1964-02-11,17.9,17.69
1964-02-12,17.4,18.22
1964-02-13,17.9,17.93
1964-02-14,17.9,17.03
1964-02-15,15.7,17.43
1964-02-16,15.7,17.81
1964-02-17,15.7,18.51
1964-02-18,17.4,19.23
1964-02-19,20.8,19.53
1964-02-20,22.0,18.94
1964-02-21,17.9,18.06
1964-02-22,16.8,18.01
1964-02-23,16.3,18.79
1964-02-24,19.7,20.45
1964-02-25,26.4,22.7
1964-02-26,29.6,24.26
1964-02-27,35.7,26.08
1964-02-28,40.2,32.84
1964-02-29,57.5,37.1
1964-03-01,56.7,35.99
1964-03-02,48.0,34.91
1964-03-03,43.4,32.75
1964-03-04,39.4,31.23
1964-03-05,36.5,30.56
1964-03-06,33.6,28.99
1964-03-07,30.9,26.25
1964-03-08,29.6,24.96
1964-03-09,28.3,23.9
1964-03-10,26.4,23.55
1964-03-11,26.4,23.84
1964-03-12,26.4,23.84
1964-03-13,26.4,24.91
1964-03-14,26.4,26.31
1964-03-15,27.0,26.71
1964-03-16,30.9,28.04
1964-03-17,31.6,26.99
1964-03-18,30.2,23.82
1964-03-19,28.9,24.03
1964-03-20,32.3,39.25
1964-03-21,55.1,60.91
1964-03-22,72.3,68.06
1964-03-23,69.0,71.81
1964-03-24,69.0,76.71
1964-03-25,68.1,76.77
1964-03-26,70.6,86.69
1964-03-27,97.8,105.2
1964-03-28,116.0,106.89
1964-03-29,116.0,99.34
1964-03-30,106.0,94.72
1964-03-31,95.1,86.07
1964-04-01,87.4,85.69
1964-04-02,83.2,83.76
1964-04-03,81.6,82.7
1964-04-04,79.9,79.98
1964-04-05,78.2,80.41
1964-04-06,77.3,80.68
1964-04-07,73.1,74.72
1964-04-08,68.1,70.42
1964-04-09,64.1,65.92
1964-04-10,60.8,63.68
1964-04-11,56.7,61.21
1964-04-12,55.1,59.1
1964-04-13,51.2,57.76
1964-04-14,49.6,58.21
1964-04-15,49.6,58.6
1964-04-16,48.0,53.64
1964-04-17,45.6,51.28
1964-04-18,42.6,48.96
1964-04-19,40.2,46.17
1964-04-20,37.9,44.15
1964-04-21,35.7,41.6
1964-04-22,35.0,39.51
1964-04-23,34.3,36.09
1964-04-24,35.0,39.02
1964-04-25,37.9,45.49
1964-04-26,44.9,50.59
1964-04-27,45.6,47.86
1964-04-28,42.6,44.46
1964-04-29,40.2,43.69
1964-04-30,37.9,42.4
1964-05-01,37.2,39.44
1964-05-02,35.7,36.82
1964-05-03,33.6,33.91
1964-05-04,33.6,41.06
1964-05-05,41.8,63.17
1964-05-06,68.1,77.52
1964-05-07,81.6,69.21
1964-05-08,74.8,63.06
1964-05-09,72.3,70.0
1964-05-10,78.2,72.6
1964-05-11,73.1,64.64
1964-05-12,64.9,59.81
1964-05-13,58.3,54.14
1964-05-14,53.6,50.25
1964-05-15,52.0,51.05
1964-05-16,47.2,47.19
1964-05-17,43.4,42.54
1964-05-18,40.2,38.58
1964-05-19,37.9,39.07
1964-05-20,44.9,46.75
1964-05-21,53.6,56.27
1964-05-22,55.9,53.7
1964-05-23,50.4,46.08
1964-05-24,44.9,41.65
1964-05-25,41.0,38.11
1964-05-26,40.2,37.46
1964-05-27,38.6,37.4
1964-05-28,37.9,35.4
1964-05-29,39.4,37.47
1964-05-30,41.0,33.86
1964-05-31,38.6,31.16
1964-06-01,35.7,29.78
1964-06-02,34.3,31.41
1964-06-03,34.3,32.66
1964-06-04,32.3,30.97
1964-06-05,31.6,27.89
1964-06-06,28.3,26.36
1964-06-07,27.6,26.17
1964-06-08,26.4,24.99
1964-06-09,25.1,24.55
1964-06-10,23.9,22.88
1964-06-11,23.9,22.63
1964-06-12,23.3,21.89
1964-06-13,21.4,21.15
1964-06-14,22.0,20.45
1964-06-15,26.4,25.64
1964-06-16,25.1,25.7
