date,obs,sim
1979-06-29,20.5,23.44
1979-06-30,19.9,22.14
1979-07-01,19.1,21.6
1979-07-02,18.7,20.95
1979-07-03,19.4,20.47
1979-07-04,21.9,23.61
1979-07-05,21.1,23.53
1979-07-06,19.7,21.14
1979-07-07,19.2,21.28
1979-07-08,18.7,20.54
1979-07-09,18.4,20.45
1979-07-10,18.6,20.68
1979-07-11,18.4,19.98
1979-07-12,17.4,19.63
1979-07-13,21.0,25.08
1979-07-14,29.1,30.65
1979-07-15,26.9,29.6
1979-07-16,25.4,25.18
1979-07-17,24.4,23.72
1979-07-18,21.5,22.55
1979-07-19,19.4,20.88
1979-07-20,16.2,20.13
1979-07-21,14.3,19.05
1979-07-22,13.8,18.55
1979-07-23,13.6,18.64
1979-07-24,14.6,18.07
1979-07-25,13.7,18.04
1979-07-26,13.3,17.13
1979-07-27,12.7,16.78
1979-07-28,12.3,16.26
1979-07-29,12.1,16.75
1979-07-30,13.0,16.61
1979-07-31,13.9,17.36
1979-08-01,14.5,18.21
1979-08-02,13.9,17.69
1979-08-03,13.1,17.58
1979-08-04,13.5,18.09
1979-08-05,13.4,20.26
1979-08-06,12.7,18.81
1979-08-07,13.3,15.94
1979-08-08,12.6,14.83
1979-08-09,12.3,14.32
1979-08-10,12.8,15.63
1979-08-11,12.8,16.77
1979-08-12,12.5,16.52
1979-08-13,12.7,15.54
1979-08-14,12.2,15.27
1979-08-15,11.9,14.94
1979-08-16,11.8,14.63
1979-08-17,11.1,13.41
1979-08-18,11.5,14.11
1979-08-19,11.7,14.64
1979-08-20,11.9,16.5
1979-08-21,12.4,17.37
1979-08-22,11.0,15.69
1979-08-23,10.8,16.67
1979-08-24,12.3,19.01
1979-08-25,10.5,19.85
1979-08-26,12.1,23.12
1979-08-27,14.8,25.54
1979-08-28,15.6,24.18
1979-08-29,12.8,22.19
1979-08-30,11.0,19.75
1979-08-31,10.2,18.77
1979-09-01,8.92,17.77
1979-09-02,8.73,16.98
1979-09-03,11.3,20.21
1979-09-04,15.8,26.27
1979-09-05,14.1,24.1
1979-09-06,11.5,20.92
1979-09-07,10.6,19.11
1979-09-08,10.2,18.17
1979-09-09,9.34,17.7
1979-09-10,12.0,21.83
1979-09-11,13.4,23.61
1979-09-12,12.7,21.14
1979-09-13,11.1,19.33
1979-09-14,11.4,20.79
1979-09-15,11.8,21.92
1979-09-16,11.3,19.31
1979-09-17,10.2,18.61
1979-09-18,10.6,17.89
1979-09-19,9.83,17.41
1979-09-20,9.27,17.07
1979-09-21,11.2,22.56
1979-09-22,28.4,34.34
1979-09-23,28.4,36.32
1979-09-24,24.2,35.44
1979-09-25,30.5,35.99
1979-09-26,26.3,34.6
1979-09-27,21.8,30.46
1979-09-28,19.5,27.54
1979-09-29,16.6,24.95
1979-09-30,15.3,23.55
1979-10-01,14.9,22.58
1979-10-02,14.8,22.26
1979-10-03,13.8,21.04
1979-10-04,13.4,19.98
1979-10-05,12.6,19.27
1979-10-06,11.7,18.94
1979-10-07,10.9,18.58
1979-10-08,11.7,18.61
1979-10-09,11.2,18.38
1979-10-10,10.1,18.29
1979-10-11,9.81,17.96
1979-10-12,9.7,17.38
1979-10-13,9.55,16.97
1979-10-14,9.86,16.72
1979-10-15,9.3,17.28
1979-10-16,9.93,19.14
1979-10-17,10.7,19.45
1979-10-18,12.0,20.5
1979-10-19,11.0,19.11
1979-10-20,9.74,18.91
1979-10-21,9.72,18.36
1979-10-22,9.87,17.59
1979-10-23,9.23,16.8
1979-10-24,9.26,16.65
1979-10-25,8.87,16.2
1979-10-26,8.84,15.52
1979-10-27,8.56,15.4
1979-10-28,8.27,15.16
1979-10-29,8.72,15.09
1979-10-30,8.47,15.02
1979-10-31,8.91,14.7
1979-11-01,7.67,14.96
1979-11-02,8.01,15.35
1979-11-03,8.35,15.3
1979-11-04,7.63,15.07
1979-11-05,7.85,15.74
1979-11-06,11.3,29.74
1979-11-07,51.5,88.43
1979-11-08,77.1,116.25
1979-11-09,82.6,107.66
1979-11-10,70.1,97.23
1979-11-11,60.1,79.9
1979-11-12,51.1,70.22
1979-11-13,46.8,59.94
1979-11-14,49.2,60.18
1979-11-15,59.6,60.9
1979-11-16,73.6,67.62
1979-11-17,68.2,70.25
1979-11-18,58.7,64.36
1979-11-19,51.7,59.45
1979-11-20,47.4,55.99
1979-11-21,46.0,53.63
1979-11-22,43.8,50.81
1979-11-23,39.6,45.95
1979-11-24,36.4,42.84
1979-11-25,34.0,40.07
1979-11-26,30.5,38.47
1979-11-27,32.8,44.61
1979-11-28,41.0,61.38
1979-11-29,47.3,69.03
1979-11-30,45.1,64.1
1979-12-01,41.2,59.38
1979-12-02,39.0,55.47
1979-12-03,35.4,51.08
1979-12-04,32.8,47.9
1979-12-05,31.6,44.93
1979-12-06,29.9,42.49
1979-12-07,28.5,41.11
1979-12-08,26.7,38.79
1979-12-09,24.4,37.1
1979-12-10,24.3,38.31
1979-12-11,26.0,48.08
1979-12-12,35.6,61.79
1979-12-13,46.5,71.26
1979-12-14,49.6,73.07
1979-12-15,50.6,76.01
1979-12-16,66.7,81.99
1979-12-17,79.3,82.54
1979-12-18,79.1,88.34
1979-12-19,86.9,95.4
1979-12-20,84.1,94.02
1979-12-21,74.4,90.8
1979-12-22,66.0,78.45
1979-12-23,59.8,70.85
1979-12-24,54.7,67.12
1979-12-25,50.1,62.19
1979-12-26,45.7,58.25
1979-12-27,42.1,55.27
1979-12-28,39.3,51.79
1979-12-29,37.6,49.02
1979-12-30,37.1,49.15
1979-12-31,35.7,47.2
1980-01-01,34.2,42.89
1980-01-02,32.9,40.72
1980-01-03,31.7,38.27
1980-01-04,30.3,37.08
1980-01-05,29.0,34.55
1980-01-06,29.8,36.91
1980-01-07,33.0,36.87
1980-01-08,31.5,35.43
1980-01-09,31.0,32.94
1980-01-10,29.8,32.19
1980-01-11,28.0,31.42
1980-01-12,26.4,30.75
1980-01-13,24.1,29.89
1980-01-14,22.5,29.14
1980-01-15,20.7,28.5
1980-01-16,20.6,27.7
1980-01-17,19.8,27.11
1980-01-18,18.8,26.86
1980-01-19,18.1,26.11
1980-01-20,18.3,25.89
1980-01-21,16.6,26.03
1980-01-22,18.1,26.62
1980-01-23,25.4,32.07
1980-01-24,30.7,49.33
1980-01-25,43.5,79.17
1980-01-26,47.2,82.07
1980-01-27,43.7,75.75
1980-01-28,41.9,68.92
1980-01-29,40.3,62.5
1980-01-30,41.4,60.65
1980-01-31,54.9,68.41
1980-02-01,106.0,90.67
1980-02-02,136.0,106.26
1980-02-03,131.0,114.72
1980-02-04,142.0,142.47
1980-02-05,211.0,199.72
1980-02-06,300.0,264.36
1980-02-07,395.0,294.76
1980-02-08,307.0,257.95
1980-02-09,225.0,213.17
1980-02-10,178.0,165.02
1980-02-11,154.0,133.66
1980-02-12,141.0,122.55
1980-02-13,130.0,109.24
1980-02-14,120.0,95.43
1980-02-15,110.0,86.57
1980-02-16,103.0,79.64
1980-02-17,95.3,75.99
1980-02-18,89.8,73.63
1980-02-19,85.0,71.28
1980-02-20,80.7,68.22
1980-02-21,77.4,63.59
1980-02-22,73.9,60.24
1980-02-23,70.2,57.29
1980-02-24,67.6,56.4
1980-02-25,65.1,54.85
1980-02-26,62.9,53.25
1980-02-27,60.8,51.34
1980-02-28,58.7,49.21
1980-02-29,56.2,47.91
1980-03-01,54.9,45.33
1980-03-02,52.5,43.54
1980-03-03,51.3,42.94
1980-03-04,50.0,42.25
1980-03-05,48.5,40.72
1980-03-06,47.7,38.93
1980-03-07,49.2,41.7
1980-03-08,50.9,44.34
1980-03-09,50.4,42.75
1980-03-10,48.9,44.68
1980-03-11,47.4,44.06
1980-03-12,46.1,43.55
1980-03-13,44.8,42.59
1980-03-14,43.9,41.98
1980-03-15,43.0,40.53
1980-03-16,41.5,39.58
1980-03-17,41.4,38.5
1980-03-18,40.6,37.97
1980-03-19,39.9,36.86
1980-03-20,39.3,35.98
1980-03-21,39.6,36.09
1980-03-22,39.7,36.34
1980-03-23,38.7,34.58
1980-03-24,38.2,34.52
1980-03-25,37.1,33.77
1980-03-26,37.2,33.23
1980-03-27,38.0,36.34
1980-03-28,42.6,44.13
1980-03-29,54.7,45.66
1980-03-30,55.7,43.91
1980-03-31,54.9,42.75
1980-04-01,59.5,51.48
1980-04-02,74.9,62.56
1980-04-03,81.9,62.08
1980-04-04,82.6,66.76
1980-04-05,79.9,68.33
1980-04-06,75.5,63.14
1980-04-07,70.4,60.02
1980-04-08,66.7,57.94
1980-04-09,66.1,59.05
1980-04-10,65.2,59.76
1980-04-11,63.0,57.89
1980-04-12,60.5,57.59
1980-04-13,60.5,56.95
1980-04-14,62.6,56.84
1980-04-15,62.9,55.71
1980-04-16,61.3,54.67
1980-04-17,59.2,52.67
1980-04-18,56.4,50.44
1980-04-19,55.0,49.1
1980-04-20,53.4,48.89
1980-04-21,52.4,47.69
1980-04-22,51.1,47.18
1980-04-23,48.9,43.97
1980-04-24,49.4,44.9
1980-04-25,51.5,50.24
1980-04-26,57.7,55.47
1980-04-27,75.2,70.46
1980-04-28,76.0,80.72
1980-04-29,73.3,77.9
1980-04-30,74.2,76.06
1980-05-01,73.5,72.46
1980-05-02,71.9,68.96
1980-05-03,69.7,66.48
1980-05-04,70.3,67.76
1980-05-05,71.1,69.95
1980-05-06,67.4,65.57
1980-05-07,63.8,61.6
1980-05-08,61.5,59.66
1980-05-09,61.1,59.02
1980-05-10,60.8,60.74
1980-05-11,57.2,59.69
1980-05-12,53.4,57.49
1980-05-13,50.4,54.38
1980-05-14,48.3,50.98
1980-05-15,46.1,49.99
1980-05-16,44.4,46.94
1980-05-17,43.1,44.99
1980-05-18,41.8,41.34
1980-05-19,41.3,40.69
1980-05-20,39.6,40.61
1980-05-21,38.2,36.37
1980-05-22,38.0,36.65
1980-05-23,37.1,38.04
1980-05-24,34.0,33.94
1980-05-25,34.0,33.32
1980-05-26,32.6,31.51
1980-05-27,31.3,29.09
1980-05-28,32.6,31.11
1980-05-29,34.9,35.25
1980-05-30,38.2,38.24
1980-05-31,37.9,41.57
1980-06-01,35.9,41.12
1980-06-02,35.4,44.67
1980-06-03,35.9,45.82
1980-06-04,37.3,43.98
1980-06-05,38.2,45.06
1980-06-06,36.8,40.39
1980-06-07,39.5,40.87
1980-06-08,44.5,46.02
1980-06-09,43.7,50.52
1980-06-10,44.7,51.46
1980-06-11,53.3,56.7
1980-06-12,50.7,52.57
1980-06-13,45.0,47.78
1980-06-14,40.3,44.47
1980-06-15,38.7,44.26
1980-06-16,36.6,44.86
1980-06-17,34.1,40.87
1980-06-18,37.5,40.72
1980-06-19,34.5,40.49
1980-06-20,31.7,37.35
1980-06-21,30.3,35.21
1980-06-22,29.5,34.27
1980-06-23,29.6,33.84
1980-06-24,29.2,32.8
1980-06-25,27.8,30.9
1980-06-26,27.9,30.58
1980-06-27,28.5,31.95
1980-06-28,28.0,36.43
1980-06-29,31.7,49.75
1980-06-30,40.5,57.06
1980-07-01,48.4,51.24
1980-07-02,47.6,52.19
1980-07-03,48.6,60.09
1980-07-04,63.7,63.6
1980-07-05,68.6,59.01
1980-07-06,61.7,53.83
1980-07-07,54.4,49.85
1980-07-08,53.9,50.4
1980-07-09,59.9,59.23
1980-07-10,68.6,70.68
1980-07-11,70.1,73.08
1980-07-12,63.2,67.77
1980-07-13,57.0,64.37
1980-07-14,53.4,60.26
1980-07-15,52.9,61.38
1980-07-16,58.6,61.25
1980-07-17,61.8,64.42
1980-07-18,58.4,57.68
1980-07-19,55.0,55.07
1980-07-20,51.6,53.61
1980-07-21,52.5,58.57
1980-07-22,55.9,64.54
1980-07-23,55.0,60.24
1980-07-24,48.7,55.43
1980-07-25,45.1,51.78
1980-07-26,42.2,52.13
1980-07-27,47.7,56.87
1980-07-28,54.9,61.6
1980-07-29,55.9,56.28
1980-07-30,60.6,62.99
1980-07-31,69.7,67.87
1980-08-01,61.0,58.77
1980-08-02,52.0,52.93
1980-08-03,47.9,48.37
1980-08-04,44.6,46.33
1980-08-05,41.3,44.15
1980-08-06,36.0,41.66
1980-08-07,34.6,39.52
1980-08-08,34.0,37.11
1980-08-09,33.5,37.77
1980-08-10,32.3,36.34
1980-08-11,30.1,32.74
1980-08-12,29.2,32.28
1980-08-13,30.2,33.3
1980-08-14,29.1,32.46
1980-08-15,27.2,34.33
1980-08-16,38.7,48.08
1980-08-17,52.8,57.37
1980-08-18,48.0,52.88
1980-08-19,40.0,45.47
1980-08-20,38.7,42.56
1980-08-21,34.4,41.9
1980-08-22,31.7,36.17
1980-08-23,29.1,34.4
1980-08-24,28.2,31.57
1980-08-25,27.1,29.47
1980-08-26,26.7,27.89
1980-08-27,25.9,27.9
1980-08-28,26.0,29.93
1980-08-29,27.2,30.11
1980-08-30,25.6,27.25
1980-08-31,25.4,29.53
1980-09-01,25.5,33.06
1980-09-02,26.0,31.19
1980-09-03,25.7,28.4
1980-09-04,24.5,27.22
1980-09-05,23.6,26.09
1980-09-06,23.7,27.04
1980-09-07,24.1,26.63
1980-09-08,23.0,24.34
1980-09-09,23.1,23.68
1980-09-10,25.1,23.95
1980-09-11,23.3,23.42
1980-09-12,23.3,24.35
1980-09-13,22.8,22.7
1980-09-14,22.1,22.27
1980-09-15,21.4,22.19
1980-09-16,20.8,21.73
1980-09-17,21.3,21.85
1980-09-18,20.5,21.59
1980-09-19,19.3,21.89
1980-09-20,19.1,20.6
1980-09-21,20.8,20.35
1980-09-22,18.7,20.49
1980-09-23,28.4,26.75
1980-09-24,27.9,29.01
1980-09-25,23.3,25.01
1980-09-26,21.8,23.46
1980-09-27,21.1,22.35
1980-09-28,20.0,21.41
1980-09-29,20.3,20.93
1980-09-30,19.6,20.89
1980-10-01,18.0,19.68
1980-10-02,18.3,19.34
1980-10-03,17.6,19.44
1980-10-04,17.3,19.41
1980-10-05,16.7,18.68
1980-10-06,16.8,18.39
1980-10-07,16.0,18.89
1980-10-08,19.9,23.98
1980-10-09,21.2,24.88
1980-10-10,21.0,23.05
1980-10-11,20.5,23.35
1980-10-12,20.9,25.65
1980-10-13,26.0,32.12
1980-10-14,27.3,35.03
1980-10-15,26.7,32.24
1980-10-16,25.6,31.8
1980-10-17,25.7,31.5
1980-10-18,36.4,40.26
1980-10-19,45.9,54.12
1980-10-20,42.8,59.34
1980-10-21,41.2,54.55
1980-10-22,37.5,49.19
1980-10-23,34.8,44.82
1980-10-24,34.5,44.11
1980-10-25,40.1,49.9
1980-10-26,39.9,54.15
1980-10-27,37.3,52.06
1980-10-28,36.4,48.2
1980-10-29,34.4,44.04
1980-10-30,32.0,42.08
1980-10-31,30.3,39.34
1980-11-01,29.0,37.23
1980-11-02,27.8,35.83
1980-11-03,27.8,33.76
1980-11-04,25.7,31.34
1980-11-05,25.0,28.49
1980-11-06,24.7,26.68
1980-11-07,23.9,25.44
1980-11-08,23.3,24.92
1980-11-09,22.6,24.77
1980-11-10,22.8,24.93
1980-11-11,21.8,24.21
1980-11-12,21.5,22.97
1980-11-13,22.0,23.06
1980-11-14,21.1,22.54
1980-11-15,21.1,21.99
1980-11-16,21.5,25.76
1980-11-17,21.8,29.12
1980-11-18,23.0,27.8
1980-11-19,23.7,29.44
1980-11-20,24.7,29.71
1980-11-21,25.6,27.59
1980-11-22,24.9,26.84
1980-11-23,24.4,25.73
1980-11-24,23.8,25.32
1980-11-25,22.9,24.18
1980-11-26,22.9,23.88
1980-11-27,23.9,25.06
1980-11-28,25.0,25.11
1980-11-29,24.7,23.95
1980-11-30,23.8,23.39
1980-12-01,22.2,22.47
1980-12-02,20.5,22.1
1980-12-03,20.7,21.74
1980-12-04,20.1,22.26
1980-12-05,19.8,20.95
1980-12-06,20.4,23.45
1980-12-07,21.7,24.66
1980-12-08,20.3,23.98
1980-12-09,19.3,23.56
1980-12-10,18.4,23.26
1980-12-11,18.5,22.41
1980-12-12,17.8,22.39
1980-12-13,18.4,22.53
1980-12-14,19.4,27.15
1980-12-15,35.9,40.47
1980-12-16,88.1,59.92
1980-12-17,101.0,64.6
1980-12-18,77.3,58.48
1980-12-19,65.6,52.52
1980-12-20,57.6,48.3
1980-12-21,52.2,45.29
1980-12-22,48.7,46.16
1980-12-23,45.5,45.08
1980-12-24,45.3,48.98
1980-12-25,49.8,56.75
1980-12-26,53.5,60.91
1980-12-27,56.6,63.78
1980-12-28,55.1,60.98
1980-12-29,50.8,53.38
1980-12-30,47.2,47.47
1980-12-31,44.5,44.22
1981-01-01,42.0,42.32
1981-01-02,40.3,43.34
1981-01-03,46.3,53.16
1981-01-04,71.8,78.48
1981-01-05,91.7,91.1
1981-01-06,78.8,82.66
1981-01-07,69.8,73.9
1981-01-08,63.4,67.13
1981-01-09,58.3,59.39
1981-01-10,55.0,53.69
1981-01-11,52.5,50.67
1981-01-12,49.3,47.82
1981-01-13,47.8,44.08
1981-01-14,45.4,43.63
1981-01-15,41.6,40.43
1981-01-16,42.8,40.33
1981-01-17,41.9,37.91
1981-01-18,42.2,36.14
1981-01-19,41.1,39.44
1981-01-20,43.8,37.13
1981-01-21,42.6,38.29
1981-01-22,40.4,35.91
1981-01-23,36.9,34.59
1981-01-24,34.7,33.47
1981-01-25,33.3,33.01
1981-01-26,32.9,30.03
1981-01-27,32.8,29.46
1981-01-28,31.3,28.82
1981-01-29,30.0,28.62
1981-01-30,28.6,27.78
1981-01-31,27.3,27.42
1981-02-01,26.7,26.47
1981-02-02,26.6,25.65
1981-02-03,26.2,26.64
1981-02-04,30.7,30.58
1981-02-05,42.7,35.53
1981-02-06,46.8,34.26
1981-02-07,48.2,38.64
1981-02-08,67.0,51.8
1981-02-09,82.4,69.15
1981-02-10,85.5,81.52
1981-02-11,82.8,83.04
1981-02-12,75.4,78.98
1981-02-13,68.2,72.39
1981-02-14,62.3,67.29
1981-02-15,57.7,62.96
1981-02-16,53.7,58.14
1981-02-17,51.1,54.45
1981-02-18,48.4,51.65
1981-02-19,46.8,48.86
1981-02-20,44.6,46.12
1981-02-21,42.7,42.65
1981-02-22,40.5,41.46
1981-02-23,37.9,39.06
1981-02-24,38.0,37.36
1981-02-25,36.4,35.59
1981-02-26,34.8,34.99
1981-02-27,33.7,34.33
1981-02-28,33.0,32.73
1981-03-01,32.9,34.25
1981-03-02,34.0,37.5
1981-03-03,36.7,44.59
1981-03-04,42.4,52.46
1981-03-05,43.1,51.55
1981-03-06,42.0,50.34
1981-03-07,45.2,58.09
1981-03-08,62.6,76.06
1981-03-09,92.7,103.94
1981-03-10,132.0,135.19
1981-03-11,180.0,158.38
1981-03-12,214.0,163.41
1981-03-13,233.0,171.16
1981-03-14,242.0,166.14
1981-03-15,201.0,149.36
1981-03-16,161.0,125.89
1981-03-17,136.0,110.74
1981-03-18,118.0,100.88
1981-03-19,104.0,91.83
1981-03-20,94.0,81.37
1981-03-21,86.1,75.93
1981-03-22,80.1,73.61
1981-03-23,75.9,72.18
1981-03-24,74.6,75.31
1981-03-25,83.0,78.69
1981-03-26,96.4,79.25
1981-03-27,109.0,78.75
1981-03-28,107.0,76.08
1981-03-29,94.1,70.07
1981-03-30,83.4,67.31
1981-03-31,77.8,63.88
1981-04-01,72.9,60.82
1981-04-02,68.9,57.54
1981-04-03,65.7,54.88
1981-04-04,62.9,52.44
1981-04-05,60.5,49.3
1981-04-06,57.1,47.82
1981-04-07,54.9,45.45
1981-04-08,51.9,43.06
1981-04-09,49.9,43.02
1981-04-10,47.7,43.57
1981-04-11,47.2,41.56
1981-04-12,44.3,39.04
1981-04-13,41.9,39.28
1981-04-14,40.6,37.73
1981-04-15,38.3,36.19
1981-04-16,36.9,34.59
1981-04-17,35.5,33.39
1981-04-18,34.2,32.26
1981-04-19,33.4,30.95
1981-04-20,32.6,30.14
1981-04-21,31.6,29.15
1981-04-22,30.8,28.0
1981-04-23,29.9,27.22
1981-04-24,28.5,26.32
1981-04-25,27.6,25.71
1981-04-26,27.3,23.93
1981-04-27,27.7,24.75
1981-04-28,28.6,26.76
1981-04-29,28.3,26.0
1981-04-30,28.0,25.35
1981-05-01,27.7,25.83
1981-05-02,27.8,27.81
1981-05-03,28.8,27.87
1981-05-04,29.4,25.66
1981-05-05,29.0,26.06
1981-05-06,29.9,27.7
1981-05-07,29.3,28.09
1981-05-08,28.3,26.65
1981-05-09,27.2,26.68
1981-05-10,26.3,25.73
1981-05-11,24.9,24.17
1981-05-12,25.4,24.47
1981-05-13,25.0,24.92
1981-05-14,26.3,27.58
1981-05-15,27.0,27.36
1981-05-16,26.2,25.42
1981-05-17,28.1,28.07
1981-05-18,27.6,27.1
1981-05-19,26.6,25.17
1981-05-20,25.2,25.26
1981-05-21,24.2,24.26
1981-05-22,24.0,24.26
1981-05-23,23.9,24.02
1981-05-24,24.1,25.06
1981-05-25,26.8,28.61
1981-05-26,31.8,39.75
1981-05-27,61.6,65.16
1981-05-28,89.8,77.81
1981-05-29,84.4,74.06
1981-05-30,75.4,68.14
1981-05-31,64.8,61.1
1981-06-01,58.0,54.94
1981-06-02,54.1,51.83
1981-06-03,49.2,48.44
1981-06-04,46.4,47.92
1981-06-05,48.9,48.75
1981-06-06,45.3,41.43
1981-06-07,40.7,38.65
1981-06-08,38.1,36.42
1981-06-09,36.7,35.24
1981-06-10,35.3,34.55
1981-06-11,34.3,33.02
1981-06-12,32.2,29.84
1981-06-13,30.3,28.96
1981-06-14,28.4,28.09
1981-06-15,27.5,26.74
1981-06-16,26.6,26.04
1981-06-17,25.6,24.99
1981-06-18,24.8,24.05
1981-06-19,25.0,24.37
1981-06-20,24.6,24.4
1981-06-21,24.1,22.7
1981-06-22,24.4,23.45
1981-06-23,24.2,23.96
1981-06-24,24.2,23.46
1981-06-25,23.5,23.11
1981-06-26,24.3,24.74
1981-06-27,24.2,25.44
1981-06-28,22.7,22.85
1981-06-29,22.5,23.85
1981-06-30,22.6,23.08
1981-07-01,21.2,21.39
1981-07-02,20.9,20.71
1981-07-03,20.3,20.62
1981-07-04,23.2,23.54
1981-07-05,22.0,23.05
1981-07-06,20.9,20.99
1981-07-07,21.1,21.25
1981-07-08,20.0,20.16
1981-07-09,19.0,19.3
1981-07-10,18.4,18.89
1981-07-11,17.6,19.29
1981-07-12,19.8,23.47
1981-07-13,20.4,23.08
1981-07-14,20.6,21.74
1981-07-15,19.7,21.3
1981-07-16,19.3,20.19
1981-07-17,18.0,20.16
1981-07-18,22.8,26.1
1981-07-19,28.2,28.86
1981-07-20,27.4,28.84
1981-07-21,25.2,27.15
1981-07-22,24.1,24.9
1981-07-23,23.5,24.44
1981-07-24,24.6,25.87
1981-07-25,27.4,26.72
1981-07-26,26.9,25.69
1981-07-27,25.6,25.12
1981-07-28,25.5,24.04
1981-07-29,24.0,21.85
1981-07-30,21.8,21.02
1981-07-31,20.4,21.0
1981-08-01,19.9,20.15
1981-08-02,19.3,19.9
1981-08-03,19.4,20.81
1981-08-04,20.4,22.29
1981-08-05,19.9,20.15
1981-08-06,19.0,19.34
1981-08-07,18.6,19.25
1981-08-08,18.1,19.08
1981-08-09,24.9,23.45
1981-08-10,24.0,27.28
1981-08-11,25.4,28.03
1981-08-12,23.1,25.39
1981-08-13,20.7,22.62
1981-08-14,19.5,21.8
1981-08-15,18.8,20.25
1981-08-16,18.0,19.17
1981-08-17,17.6,18.59
1981-08-18,17.5,17.76
1981-08-19,17.5,17.29
1981-08-20,17.1,16.71
1981-08-21,17.9,17.92
1981-08-22,17.5,18.03
1981-08-23,17.8,19.47
1981-08-24,18.4,19.8
1981-08-25,17.8,18.16
1981-08-26,16.8,18.11
1981-08-27,17.2,17.09
1981-08-28,16.9,16.87
1981-08-29,16.7,16.59
1981-08-30,17.0,16.34
1981-08-31,16.1,15.57
1981-09-01,16.3,15.06
1981-09-02,17.8,16.37
1981-09-03,16.3,16.51
1981-09-04,16.0,15.67
1981-09-05,15.4,14.88
1981-09-06,15.4,14.65
1981-09-07,15.8,14.8
1981-09-08,15.2,14.92
1981-09-09,21.7,19.47
1981-09-10,18.4,21.75
1981-09-11,17.3,20.95
1981-09-12,18.1,19.43
1981-09-13,15.4,19.33
1981-09-14,17.2,19.13
1981-09-15,15.9,18.3
1981-09-16,16.5,18.73
1981-09-17,16.9,18.34
1981-09-18,15.5,17.35
1981-09-19,15.5,18.34
1981-09-20,18.8,20.94
1981-09-21,17.1,20.36
1981-09-22,16.0,18.7
1981-09-23,17.1,21.1
1981-09-24,19.1,20.49
1981-09-25,17.6,18.44
1981-09-26,16.4,18.39
1981-09-27,15.9,17.95
1981-09-28,17.3,21.48
1981-09-29,31.5,32.92
1981-09-30,37.6,37.44
1981-10-01,31.1,34.45
1981-10-02,27.0,30.22
1981-10-03,25.0,29.24
1981-10-04,23.6,29.4
1981-10-05,24.2,30.18
1981-10-06,23.6,30.69
1981-10-07,25.9,31.3
1981-10-08,26.6,30.07
1981-10-09,24.4,26.94
1981-10-10,24.2,31.23
1981-10-11,27.3,46.84
1981-10-12,41.9,55.97
1981-10-13,56.7,62.05
1981-10-14,63.8,67.6
1981-10-15,69.1,80.14
1981-10-16,84.6,98.01
1981-10-17,111.0,105.87
1981-10-18,121.0,94.0
1981-10-19,89.3,82.79
1981-10-20,73.7,73.63
1981-10-21,73.5,77.52
1981-10-22,97.1,89.16
1981-10-23,91.8,94.57
1981-10-24,79.9,91.36
1981-10-25,71.7,86.22
1981-10-26,65.6,78.47
1981-10-27,68.4,76.5
1981-10-28,73.8,76.79
1981-10-29,70.8,80.09
1981-10-30,76.0,89.61
1981-10-31,113.0,114.68
1981-11-01,133.0,134.57
1981-11-02,124.0,128.24
1981-11-03,101.0,112.86
1981-11-04,88.2,95.49
1981-11-05,78.0,83.55
1981-11-06,69.5,77.18
1981-11-07,63.6,73.85
1981-11-08,58.9,70.58
1981-11-09,54.2,65.05
1981-11-10,50.6,58.92
1981-11-11,47.9,53.84
1981-11-12,46.9,49.86
1981-11-13,45.6,47.6
1981-11-14,43.8,47.46
1981-11-15,43.0,47.35
1981-11-16,40.1,45.2
1981-11-17,37.9,42.78
1981-11-18,37.0,40.78
1981-11-19,36.4,40.62
1981-11-20,36.6,41.86
1981-11-21,37.6,39.68
1981-11-22,35.6,38.39
1981-11-23,32.9,36.91
1981-11-24,31.9,36.35
1981-11-25,33.1,38.14
1981-11-26,32.6,36.24
1981-11-27,30.7,36.32
1981-11-28,37.5,45.3
1981-11-29,58.0,58.38
1981-11-30,59.5,62.42
1981-12-01,70.0,77.37
1981-12-02,94.0,87.77
1981-12-03,87.6,85.36
1981-12-04,76.7,79.21
1981-12-05,73.3,72.27
1981-12-06,69.6,67.62
1981-12-07,64.9,61.13
1981-12-08,80.4,82.28
1981-12-09,130.0,130.97
1981-12-10,181.0,147.38
1981-12-11,163.0,147.81
1981-12-12,163.0,160.05
1981-12-13,203.0,191.77
1981-12-14,199.0,178.65
1981-12-15,159.0,149.75
1981-12-16,155.0,138.35
1981-12-17,161.0,130.29
1981-12-18,167.0,118.37
1981-12-19,139.0,110.69
1981-12-20,120.0,107.81
1981-12-21,106.0,95.44
1981-12-22,97.6,90.73
1981-12-23,90.7,85.67
1981-12-24,85.6,78.63
1981-12-25,82.1,73.62
1981-12-26,77.8,73.0
1981-12-27,73.6,70.05
1981-12-28,70.1,65.78
1981-12-29,68.0,64.68
1981-12-30,65.5,62.76
1981-12-31,64.3,63.04
1982-01-01,76.0,69.98
1982-01-02,95.6,79.69
1982-01-03,95.3,93.08
1982-01-04,98.1,109.27
1982-01-05,124.0,138.76
1982-01-06,185.0,186.97
1982-01-07,263.0,234.61
1982-01-08,300.0,234.97
1982-01-09,219.0,200.29
1982-01-10,189.0,168.79
1982-01-11,213.0,162.29
1982-01-12,200.0,137.66
1982-01-13,171.0,128.91
1982-01-14,151.0,127.05
1982-01-15,135.0,120.63
